Date,Cobre,Zinco,Aluminio,Chumbo,Estanho,Niquel,Dolar
2013-02-26,7785.0,2072.0,1971.0,2280.0,23175.0,16525.0,1.9804999828339
2013-02-27,7831.0,2084.0,1972.0,2311.0,23625.0,16710.0,1.9821000099182
2013-02-28,7828.0,2065.5,1960.0,2287.5,23535.0,16660.0,1.9744000434875
2013-03-01,7620.5,2002.0,1914.5,2220.0,23045.0,16425.0,1.9776999950409
2013-03-04,7751.0,1991.5,1927.0,2235.0,23350.0,16540.0,1.9810999631882
2013-03-05,7720.0,1984.0,1943.0,2207.0,23525.0,16505.0,1.9710999727249
2013-03-06,7699.5,1972.0,1928.0,2202.0,23470.0,16575.0,1.9624999761581
2013-03-07,7671.0,1963.0,1910.5,2167.0,23520.0,16515.0,1.9707000255585
2013-03-08,7730.0,1970.0,1927.0,2195.0,23750.0,16560.0,1.9594999551773
2013-03-11,7677.0,1916.5,1895.5,2171.0,23605.0,16650.0,1.9419000148773
2013-03-12,7815.0,1975.5,1939.0,2219.0,23825.0,16970.0,1.9572999477386
2013-03-13,7777.5,1979.0,1945.5,2234.0,23895.0,17065.0,1.9656000137329
2013-03-14,7762.0,1954.0,1938.0,2235.0,24000.0,16985.0,1.9715000391006
2013-03-15,7782.0,1947.5,1944.0,2235.0,24005.0,17105.0,1.972000002861
2013-03-18,7555.5,1896.5,1895.5,2164.5,23205.0,16555.0,1.9788000583649
2013-03-19,7539.0,1888.0,1902.5,2160.0,23300.0,16610.0,1.9828000068665
